,FLIPPABLE,MLSNUM,SOLDPRICE,DOM,ZIP,BEDS,BATHS,SQFT,AGE,LOTSIZE,GARAGE,PROPTYPE_CAT,STYLE_CAT,ZIP_CAT,SOLDDATE_CAT,IMAGES
19384,False,71997749,252000.0,92,,3,2.0,1271,137,,0,0,3,246,736206,1
19385,False,71998347,419900.0,77,,3,1.5,2292,82,,5,0,28,201,736206,7
19386,False,71998513,776500.0,94,,4,2.5,3014,48,,2,0,3,75,736206,2
19387,False,71999355,412500.0,104,,3,1.0,1144,57,,1,0,6,279,736206,5
19389,False,71999381,290000.0,93,,3,1.5,1644,90,,1,0,3,36,736206,3
19391,False,71999553,537500.0,90,,4,2.5,2928,11,,2,0,3,235,736206,4
19395,False,72001267,265000.0,87,,2,1.0,840,32,,0,0,12,381,736206,4
19396,False,72001331,400000.0,94,,3,2.5,2678,13,,2,0,3,94,736206,7
19398,False,72002312,413000.0,70,,4,2.5,3314,88,,0,0,3,31,736206,6
19399,False,72002911,435000.0,85,,4,2.5,2432,32,,2,0,3,358,736206,2
19400,False,72003261,380000.0,83,,2,2.0,1120,60,,0,0,7,26,736206,3
19401,False,72003361,312000.0,82,,3,2.0,2500,28,,2,0,1,201,736206,4
19402,False,72003634,470000.0,83,,3,2.5,1962,22,,0,0,3,75,736206,7
19403,False,72003667,1070000.0,83,,4,2.5,4000,12,,2,0,12,144,736206,4
19404,False,72003872,385000.0,84,,4,1.5,2000,21,,1,0,43,72,736206,3
19405,False,72004032,381000.0,5,,3,1.5,1452,61,,0,0,6,70,736206,4
19407,False,72004611,350000.0,74,,3,1.0,1060,54,,0,0,3,35,736206,1
19408,False,72004830,600000.0,64,,3,2.0,2510,37,,2,0,12,232,736206,5
19409,False,72004835,281117.0,65,,4,2.0,1080,52,,2,0,6,353,736206,1
19410,False,72005225,615000.0,81,,3,2.5,2818,17,,2,0,12,236,736206,6
19411,False,72005778,284000.0,62,,3,1.0,1428,68,,0,0,1,246,736206,3
19412,False,72006567,306000.0,79,,3,2.0,1754,6,,0,0,1,273,736206,3
19413,False,72006861,1675000.0,175,,5,6.0,7300,3,,3,0,3,76,736206,2
19416,False,72007848,482500.0,75,,4,3.0,2228,118,,2,0,3,254,736206,6
19418,False,72008089,1500000.0,378,,3,3.0,1724,68,,2,0,6,130,736206,1
19419,False,72008105,228500.0,27,,5,3.5,2592,82,,2,0,3,343,736206,3
19422,False,72008788,441500.0,88,,4,2.5,2752,18,,2,0,3,198,736206,3
19423,False,72008850,265500.0,75,,3,2.5,1600,44,,0,0,12,99,736206,2
19425,False,72009098,535000.0,60,,3,2.5,2760,24,,2,0,33,365,736206,4
19427,False,72009704,605000.0,49,,4,2.5,2832,31,,2,0,3,279,736206,4
19432,False,72011112,390000.0,30,,3,2.0,1238,41,,1,0,6,128,736206,4
19433,False,72011159,515000.0,40,,3,2.0,1442,64,,0,0,6,237,736206,2
19435,False,72011549,457000.0,58,,3,2.0,1500,17,,0,0,6,73,736206,6
19436,False,72011690,273500.0,69,,4,1.5,1586,45,,1,0,3,184,736206,2
19437,False,72011736,324000.0,35,,5,2.0,2080,68,,1,0,6,284,736206,3
19438,False,72011951,623500.0,43,,3,2.0,1344,69,,1,0,1,79,736206,2
19440,False,72012212,445000.0,48,,3,1.5,1616,48,,2,0,43,223,736206,3
19444,False,72013041,169000.0,52,,2,1.0,1206,118,,0,0,3,274,736206,4
19453,False,72014398,387000.0,61,,3,2.0,1653,24,,2,0,1,226,736206,4
19457,False,72015750,453000.0,88,,3,1.5,1326,61,,1,0,3,35,736206,8
19458,False,72015843,510000.0,55,,3,1.5,1834,145,,1,0,3,9,736206,7
19460,False,72016384,265000.0,48,,4,1.5,1580,46,,0,0,6,186,736206,3
19461,False,72016442,310000.0,61,,4,2.5,1513,118,,0,0,3,312,736206,5
19465,False,72016917,390000.0,62,,4,3.0,3514,17,,2,0,3,363,736206,2
19467,False,72017047,477500.0,60,,4,2.0,2853,36,,2,0,12,316,736206,8
19468,False,72017452,425000.0,31,,3,1.5,1163,78,,1,0,3,40,736206,3
19470,False,72017498,300000.0,34,,3,2.0,1230,57,,1,0,43,312,736206,4
19472,False,72017980,300000.0,21,,3,2.0,1732,25,,0,0,1,195,736206,7
19474,False,72018172,560000.0,19,,3,2.0,1772,16,,2,0,43,238,736206,4
19477,False,72018672,855000.0,69,,4,1.5,1872,51,,2,0,33,82,736206,7
19479,False,72018899,477100.0,56,,3,2.0,1660,64,,0,0,6,41,736206,3
19480,False,72019354,490000.0,50,,4,2.0,2410,58,,1,0,3,255,736206,5
19481,False,72019466,680000.0,20,,4,2.0,2131,128,,2,0,15,260,736206,4
19484,False,72019538,262500.0,55,,3,1.0,1688,34,,1,0,43,273,736206,1
19487,False,72019668,525000.0,51,,3,1.5,2021,62,,1,0,163,87,736206,4
19489,False,72019934,427500.0,35,,3,2.0,1637,59,,1,0,1,42,736206,4
19491,False,72020376,430000.0,50,,3,2.0,1872,68,,0,0,3,252,736206,4
19492,False,72020586,436000.0,32,,4,2.5,1976,21,,2,0,3,196,736206,5
19493,False,72021033,1187000.0,53,,3,2.5,2800,2,,1,0,60,66,736206,7
19495,False,72021138,569900.0,20,,4,2.5,3107,38,,3,0,3,545,736206,6
19496,False,72021221,760000.0,47,,3,2.0,2532,54,,2,0,43,58,736206,4
19497,False,72021258,150000.0,53,,3,1.0,1132,218,,0,0,3,347,736206,2
19499,False,72021664,799000.0,46,,3,2.0,1413,98,,1,0,3,266,736206,4
19500,False,72021759,130000.0,45,,2,1.0,864,72,,0,0,6,369,736206,2
19502,False,72022751,424900.0,42,,4,2.5,2232,33,,2,0,10,235,736206,3
19503,False,72022792,338000.0,21,,3,1.0,1282,63,,1,0,6,290,736206,3
19506,False,72023340,575000.0,78,,4,3.0,3160,13,,3,0,3,570,736206,6
19507,False,72023421,419000.0,48,,5,2.0,2000,124,,0,0,3,212,736206,5
19508,False,72023451,300000.0,25,,2,2.0,1239,97,,0,0,26,74,736206,3
19511,False,72023674,300000.0,39,,3,1.5,1440,108,,0,0,3,312,736206,4
19512,False,72023676,830000.0,47,,4,1.5,2459,108,,0,0,3,9,736206,1
19513,False,72023797,545000.0,36,,3,1.5,1734,63,,2,0,3,75,736206,5
19514,False,72023809,609000.0,34,,3,3.5,1900,57,,2,0,10,75,736206,2
19515,False,72024027,387000.0,47,,3,2.0,1842,118,,0,0,22,49,736206,3
19516,False,72024040,125000.0,414,,4,2.5,1576,98,,0,0,3,364,736206,2
19520,False,72024157,590000.0,35,,3,3.0,2847,26,,2,0,6,200,736206,7
19521,False,72024187,489000.0,29,,4,3.0,2647,26,,2,0,1,236,736206,3
19522,False,72024244,775000.0,47,,4,2.5,3000,20,,4,0,3,239,736206,4
19523,False,72024436,414900.0,24,,4,2.0,2040,35,,2,0,10,235,736206,3
19525,False,72024657,785000.0,70,,3,2.5,4876,70,,0,0,6,254,736206,4
19531,False,72025048,399900.0,46,,3,2.0,1623,50,,0,0,42,290,736206,2
19534,False,72026323,294000.0,38,,2,1.0,1056,38,,0,0,6,103,736206,1
19537,False,72026473,535000.0,27,,4,2.5,2511,17,,2,0,3,284,736206,4
19538,False,72026510,420000.0,42,,3,2.0,1801,54,,1,0,6,290,736206,4
19539,False,72026545,420000.0,7,,3,2.0,1568,73,,2,0,1,211,736206,4
19543,False,72026920,262000.0,35,,3,2.5,1872,16,,2,0,3,380,736206,3
19544,False,72026953,329360.69,20,,4,2.0,1484,41,,0,0,6,196,736206,2
19545,False,72026958,565000.0,26,,3,2.0,1994,61,,1,0,1,237,736206,4
19547,False,72027051,329999.0,41,,3,2.0,2290,43,,2,0,6,497,736206,4
19548,False,72027123,326000.0,19,,3,1.5,1440,26,,1,0,436,285,736206,3
19549,False,72027170,236200.0,19,,3,2.5,1638,7,,1,0,25,308,736206,2
19552,False,72027274,572500.0,41,,4,4.5,2538,37,,2,0,12,264,736206,7
19553,False,72027318,532050.0,29,,3,2.0,2324,51,,2,0,7,75,736206,6
19555,False,72027592,440000.0,41,,4,1.0,1381,69,,1,0,1,74,736206,6
19556,False,72027738,1001000.0,9,,3,2.5,2686,104,,2,0,0,63,736206,2
19557,False,72027765,460000.0,13,,4,1.5,2046,49,,0,0,3,35,736206,6
19559,False,72027855,291000.0,40,,3,2.0,1392,50,,1,0,6,202,736206,4
19561,False,72028149,432500.0,32,,3,2.0,2156,54,,1,0,432,0,736206,1
19562,False,72028192,813000.0,16,,4,3.0,2126,69,,1,0,1,39,736206,4
19563,False,72028323,385000.0,29,,3,1.5,1800,58,,1,0,43,199,736206,3
19564,False,72028531,356500.0,26,,3,2.0,1954,46,,2,0,43,47,736206,3
19567,False,72028741,432000.0,36,,3,2.0,1344,59,,0,0,1,87,736206,1
19570,False,72028871,757000.0,39,,4,2.5,3276,23,,2,0,3,298,736206,8
19571,False,72029009,385000.0,19,,3,2.5,2076,18,,2,0,3,351,736206,4
19572,False,72029108,599000.0,25,,5,1.5,2199,98,,0,0,0,4,736206,3
19573,False,72029515,367000.0,38,,4,2.5,1532,30,,2,0,464,349,736206,2
19574,False,72029742,105000.0,28,,2,1.0,1168,128,,0,0,3,347,736206,3
19575,False,72029814,250000.0,36,,3,1.0,1172,61,,0,0,6,202,736206,3
19576,False,72029954,250000.0,25,,3,2.5,1293,33,,2,0,52,343,736206,7
19581,False,72030604,900000.0,7,,3,2.5,2500,218,,0,0,0,269,736206,3
19583,False,72031195,535000.0,19,,4,2.5,3300,12,,2,0,3,95,736206,3
19584,False,72031323,370250.0,34,,3,2.0,2000,20,,0,0,3,295,736206,3
19585,False,72031459,260000.0,26,,3,1.5,1632,33,,0,0,26,94,736206,2
19586,False,72031633,558000.0,39,,5,2.5,3710,20,,2,0,3,313,736206,5
19588,False,72031936,280000.0,32,,3,1.5,1686,13,,2,0,3,146,736206,3
19589,False,72032021,469900.0,36,,4,2.5,3026,15,,2,0,3,361,736206,10
19591,False,72032488,420000.0,47,,3,1.5,1262,118,,0,0,1,254,736206,3
19592,False,72032607,300000.0,7,,5,2.0,2127,96,,0,0,2,206,736206,6
19593,False,72032664,270900.0,16,,3,1.5,1344,58,,0,0,6,202,736206,4
19594,False,72032702,250900.0,31,,3,2.0,1554,62,,1,0,6,368,736206,3
19596,False,72032878,695000.0,22,,3,2.5,1559,38,,1,0,1,119,736206,7
19597,False,72032992,580000.0,28,,4,2.5,3200,138,,0,0,406,40,736206,4
19598,False,72033135,327000.0,13,,3,1.0,1690,62,,0,0,6,70,736206,6
19599,False,72033185,856125.0,19,,4,2.5,2878,44,,2,0,3,219,736206,3
19600,False,72033189,550000.0,13,,3,1.5,1773,98,,1,0,3,215,736206,3
19601,False,72033192,222000.0,23,,1,1.0,984,60,,0,0,1,286,736206,3
19604,False,72033379,525000.0,24,,4,2.0,2064,62,,0,0,3,254,736206,2
19605,False,72033597,1175000.0,22,,5,3.0,3338,88,,2,0,28,65,736206,3
19607,False,72033735,250000.0,18,,3,1.0,1160,49,,0,0,6,191,736206,4
19608,False,72033843,480000.0,7,,3,2.5,2144,15,,1,0,43,292,736206,2
19609,False,72034502,260000.0,26,,3,1.0,907,68,,0,0,1,285,736206,5
19611,False,72034696,589900.0,22,,3,1.5,1367,70,,1,0,9,74,736206,2
19612,False,72034721,399000.0,68,,4,1.5,1666,54,,1,3,633,516,736206,4
19614,False,72034804,246000.0,27,,4,1.0,1518,88,,0,0,2,291,736206,4
19615,False,72035110,356000.0,25,,3,2.5,2574,29,,2,0,3,375,736206,7
19618,False,72035529,250000.0,17,,3,1.5,1144,53,,1,0,6,185,736206,2
19621,False,72035854,445000.0,18,,3,2.0,2400,37,,2,0,1,111,736206,4
19623,False,72036316,390000.0,20,,4,3.0,2318,19,,3,0,1,597,736206,7
19625,False,72036515,300500.0,22,,4,1.5,1634,118,,0,0,3,274,736206,6
19627,False,72036654,579000.0,18,,3,2.0,1676,50,,1,0,72,269,736206,9
19628,False,72036704,270000.0,21,,2,1.0,872,66,,1,0,6,98,736206,3
19629,False,72036794,279900.0,1,,4,1.5,1647,51,,0,0,1,191,736206,6
19631,False,72036924,399900.0,21,,3,2.0,1238,36,,0,0,43,213,736206,3
19632,False,72036979,282000.0,21,,3,1.0,1469,88,,0,0,3,312,736206,4
19633,False,72037107,435000.0,29,,3,2.0,1500,60,,2,0,6,46,736206,8
19635,False,72037323,197000.0,16,,2,1.0,960,68,,0,0,6,236,736206,4
19636,False,72037384,299900.0,16,,3,1.0,1162,69,,1,0,6,206,736206,3
19640,False,72037742,335000.0,21,,3,1.5,2149,68,,1,0,6,284,736206,4
19642,False,72037889,480000.0,14,,3,2.0,1488,61,,0,0,6,238,736206,5
19643,False,72038001,550000.0,15,,3,1.5,1619,118,,1,0,84,74,736206,4
19645,False,72038545,195000.0,12,,3,2.0,1192,51,,0,0,6,373,736206,3
19646,False,72038677,768250.0,27,,4,2.5,2720,69,,0,0,3,242,736206,4
19647,False,72038855,240000.0,18,,3,2.0,1052,37,,0,0,7,114,736206,3
19650,False,72039023,303000.0,22,,3,1.5,2204,43,,2,0,3,635,736206,5
19652,False,72040005,417900.0,5,,3,2.0,2318,66,,2,0,1,36,736206,3
19653,False,72040171,340000.0,21,,3,2.0,1500,50,,1,0,7,187,736206,4
19656,False,72040928,685000.0,13,,3,1.5,2190,120,,2,0,42,242,736206,4
19658,False,72041745,451000.0,21,,3,2.0,2024,50,,1,0,43,27,736206,3
19659,False,72041826,706000.0,5,,3,1.5,1576,95,,0,0,3,64,736206,7
19661,False,72042115,340000.0,17,,2,3.0,1858,26,,1,0,6,271,736206,5
19663,False,72043947,750000.0,10,,4,3.0,3798,88,,0,0,3,243,736206,3
19667,False,72047488,455000.0,17,,2,1.0,816,58,,0,0,3,4,736206,2
19672,False,71780605,378387.0,249,,4,2.5,2048,3,,2,0,3,344,736207,1
19679,False,71865891,292500.0,400,,3,3.0,2758,16,,2,0,3,336,736207,4
19681,False,71884727,487500.0,363,,3,2.5,2288,14,,2,0,3,95,736207,2
19687,False,71903403,180000.0,127,,4,1.0,1100,118,,0,0,3,236,736207,2
19689,False,71910338,1150000.0,203,,4,3.5,4609,37,,3,0,3,76,736207,5
19693,False,71921537,190000.0,238,,3,1.0,1872,53,,1,0,6,376,736207,3
19699,False,71940197,484000.0,12,,3,2.5,2458,39,,2,0,80,93,736207,3
19704,False,71944166,122000.0,52,,2,1.0,1020,78,,1,0,2,372,736207,2
19708,False,71948427,420000.0,205,,3,2.0,1616,46,,1,0,1,128,736207,5
19709,False,71948550,298500.0,251,,3,2.5,2578,24,,2,0,3,344,736207,1
19712,False,71950466,149450.0,219,,2,1.0,878,148,,0,0,635,46,736207,1
19714,False,71952843,431000.0,399,,3,2.0,1944,43,,1,0,0,102,736207,3
19719,False,71954966,1375000.0,116,,5,5.0,5140,16,,5,0,3,257,736207,3
19726,False,71961543,236000.0,135,,3,1.5,1300,48,,0,0,6,166,736207,4
19728,False,71961919,440000.0,172,,4,2.5,2475,5,,2,0,3,146,736207,4
19734,False,71967289,122000.0,331,,3,1.5,1600,31,,0,0,3,305,736207,2
19735,False,71967305,285000.0,163,,3,2.5,1376,28,,0,0,6,191,736207,4
19736,False,71969070,245000.0,215,,4,2.0,1685,41,,0,0,1,351,736207,6
19737,False,71969106,342000.0,145,,3,3.5,2742,58,,0,0,178,236,736207,4
19738,False,71969337,800000.0,147,,5,3.5,4000,130,,0,0,15,214,736207,5
19740,False,71970518,2895000.0,127,,6,5.5,5847,90,,3,0,28,52,736207,10
19744,False,71971526,55000.0,87,,2,1.0,865,105,,0,0,29,168,736207,3
19746,False,71972102,272500.0,125,,4,2.0,1828,208,,0,0,3,146,736207,4
19748,False,71972726,950000.0,157,,4,3.5,2954,293,,0,0,37,260,736207,3
19749,False,71973410,1285000.0,185,,5,4.0,3989,2,,2,0,3,78,736207,3
19751,False,71974764,570000.0,134,,2,2.5,1330,238,,0,0,3,269,736207,4
