,FLIPPABLE,MLSNUM,SOLDPRICE,DOM,ZIP,BEDS,BATHS,SQFT,AGE,LOTSIZE,GARAGE,PROPTYPE_CAT,STYLE_CAT,ZIP_CAT,SOLDDATE_CAT,IMAGES
14613,False,72017375,530000.0,4,,3,2.0,2220,48,,2,0,6,255,736178,6
14614,False,72017413,268000.0,19,,3,2.0,1218,128,,0,0,3,247,736178,2
14615,False,72017478,275000.0,32,,2,1.0,1078,82,,0,0,3,379,736178,7
14619,False,72018905,716000.0,16,,3,2.5,2392,32,,2,0,3,84,736178,5
14620,False,72019516,290000.0,20,,3,1.0,1352,58,,2,0,6,72,736178,4
14621,False,72019685,613000.0,14,,3,1.0,1697,118,,2,0,15,28,736178,4
14624,False,72020547,642000.0,54,,4,2.0,2336,46,,2,0,12,75,736178,2
14625,False,72020712,389000.0,15,,3,3.0,2250,3,,2,0,3,69,736178,1
14626,False,72020914,246000.0,54,,4,1.0,1386,58,,0,0,6,202,736178,6
14629,False,72022719,410000.0,23,,3,2.0,1968,58,,0,0,3,27,736178,3
14630,False,72023372,759000.0,34,,4,2.5,2902,10,,2,0,3,232,736178,4
14632,False,72024309,245000.0,15,,2,1.0,1020,84,,0,0,6,244,736178,1
14633,False,72025046,402000.0,19,,2,1.0,1391,98,,1,0,3,215,736178,3
14634,False,72027586,260000.0,34,,3,1.0,1623,45,,2,0,6,190,736178,6
14636,False,72028628,200000.0,10,,3,2.0,1552,68,,1,0,1,369,736178,4
14637,False,72029087,48000.0,4,,3,2.0,1040,97,,1,0,12,380,736178,1
14641,False,71743870,569900.0,599,,4,2.5,2400,3,,2,0,3,294,736179,6
14642,False,71879973,152000.0,252,,3,1.5,1227,93,,0,0,3,273,736179,3
14643,False,71884906,488000.0,278,,3,2.5,1461,12,,2,0,1,358,736179,3
14646,False,71903867,185000.0,323,,3,1.5,1506,67,,1,0,1,329,736179,2
14649,False,71924759,720000.0,277,,3,2.5,2506,3,,2,0,3,28,736179,3
14650,False,71935715,180000.0,15,,3,1.0,1444,95,,2,0,42,233,736179,3
14651,False,71941403,360000.0,161,,3,1.5,2156,242,,2,0,37,317,736179,7
14653,False,71947865,730000.0,139,,4,2.5,2200,2,,2,0,33,214,736179,2
14655,False,71954598,160000.0,161,,3,1.0,1119,114,,1,0,29,226,736179,6
14656,False,71958645,920000.0,172,,4,3.0,3700,2,,3,0,3,280,736179,3
14662,False,71966466,900000.0,118,,5,3.5,4798,19,,4,0,3,223,736179,5
14666,False,71971795,268500.0,99,,3,2.0,1904,47,,1,0,42,185,736179,2
14674,False,71980360,830000.0,96,,4,2.5,3393,46,,2,0,3,220,736179,3
14681,False,71987102,169000.0,54,,1,1.0,672,88,,0,0,29,190,736179,1
14682,False,71987113,323000.0,112,,4,2.5,2472,12,,2,0,3,347,736179,6
14683,False,71987944,1270000.0,6,,4,2.5,3083,61,,2,0,33,82,736179,6
14685,False,71991255,269900.0,43,,3,2.0,1800,55,,1,0,6,354,736179,3
14686,False,71991478,529000.0,103,,5,3.0,3600,6,,3,0,3,365,736179,3
14688,False,71993934,755000.0,71,,5,2.5,4625,18,,2,0,1,255,736179,3
14689,False,71994246,305000.0,99,,2,1.0,852,69,,0,0,1,122,736179,3
14690,False,71994809,2456000.0,92,,6,7.0,7784,16,,3,0,3,83,736179,1
14692,False,71995351,950000.0,60,,4,3.0,2784,19,,2,0,0,218,736179,4
14693,False,71995859,314900.0,29,,5,2.0,1638,41,,0,0,7,201,736179,2
14694,False,71996224,1100000.0,7,,3,1.5,1462,78,,1,0,1,66,736179,3
14700,False,71998349,335000.0,59,,4,1.5,2544,118,,0,0,5,203,736179,5
14701,False,71999761,267500.0,36,,3,1.0,1428,118,,0,0,3,47,736179,5
14702,False,72001592,512500.0,79,,3,2.0,2103,29,,1,0,3,27,736179,2
14703,False,72001698,315000.0,49,,3,1.5,2268,51,,0,0,6,202,736179,4
14704,False,72001903,414750.0,43,,4,2.0,1725,108,,0,0,3,28,736179,3
14705,False,72002676,1275000.0,27,,4,3.5,2561,80,,2,0,3,83,736179,3
14711,False,72004070,275000.0,25,,3,1.5,1182,118,,0,0,0,165,736179,4
14714,False,72004866,685000.0,57,,4,2.5,1932,48,,2,0,3,38,736179,4
14716,False,72006717,434000.0,48,,3,1.5,1245,80,,0,0,1,44,736179,6
14717,False,72006839,825000.0,22,,4,2.0,2555,82,,2,0,1,79,736179,3
14718,False,72007522,426000.0,35,,3,2.0,2270,64,,1,0,6,42,736179,4
14719,False,72007943,530000.0,48,,4,2.0,2348,123,,1,0,15,32,736179,5
14721,False,72008185,299000.0,76,,2,1.0,926,62,,0,0,29,230,736179,3
14723,False,72009083,541500.0,41,,3,2.5,2585,37,,2,0,28,279,736179,6
14725,False,72010144,581000.0,11,,3,2.0,1765,163,,0,0,37,242,736179,6
14727,False,72011469,1113000.0,7,,4,2.5,3574,218,,0,0,37,39,736179,3
14734,False,72015647,255000.0,18,,3,2.5,1632,14,,2,0,3,324,736179,3
14736,False,72015846,410750.0,5,,4,2.5,2000,59,,1,0,6,70,736179,3
14737,False,72016289,504000.0,21,,2,1.0,1440,80,,1,0,3,28,736179,3
14742,False,72018835,526695.0,48,,3,3.0,2800,25,,2,0,1,196,736179,3
14744,False,72019288,270000.0,33,,3,2.5,1792,5,,0,0,3,369,736179,4
14746,False,72019584,314900.0,9,,3,2.0,1534,64,,0,0,6,296,736179,3
14748,False,72020506,235000.0,39,,3,1.5,1536,73,,1,0,43,372,736179,3
14750,False,72021014,570000.0,19,,3,2.5,2199,57,,2,0,3,280,736179,3
14752,False,72021390,393000.0,32,,3,1.5,2777,41,,3,0,12,348,736179,1
14753,False,72021839,315000.0,32,,3,2.5,1936,60,,1,0,10,201,736179,2
14755,False,72022586,465000.0,23,,4,2.0,2057,50,,1,0,1,316,736179,6
14758,False,72024181,335000.0,31,,2,1.0,1204,138,,0,0,3,27,736179,3
14760,False,72025065,401000.0,45,,3,1.5,1716,53,,1,0,1,250,736179,8
14761,False,72027430,455000.0,23,,2,1.0,1120,58,,0,0,6,65,736179,3
14763,False,72028001,443000.0,16,,3,1.5,1230,57,,1,0,43,237,736179,1
14764,False,72028047,630000.0,18,,3,2.5,2330,68,,0,0,76,28,736179,3
14765,False,72033801,90000.0,3,,3,1.0,936,60,,1,0,6,343,736179,2
14772,False,71907287,310000.0,175,,3,3.0,2009,3,,2,0,43,300,736180,2
14773,False,71915836,483000.0,222,,4,2.0,2123,318,,0,0,3,44,736180,3
14774,False,71916380,545000.0,124,,5,2.5,3000,30,,2,0,3,199,736180,4
14776,False,71943016,139812.0,188,,3,2.0,1158,2,,0,0,6,381,736180,1
14778,False,71949736,880000.0,262,,6,4.5,4700,64,,2,0,3,87,736180,6
14779,False,71951150,111500.0,153,,3,2.0,1108,68,,1,0,6,566,736180,7
14781,False,71954520,162000.0,112,,3,1.5,1021,127,,0,0,29,168,736180,3
14782,False,71956683,370000.0,119,,5,3.0,5624,78,,3,0,3,568,736180,3
14785,False,71963032,437000.0,63,,4,2.5,2790,2,,2,0,72,161,736180,4
14787,False,71967306,489000.0,112,,4,2.0,3801,218,,2,0,46,41,736180,2
14794,False,71976300,540000.0,93,,3,2.5,2340,2,,2,0,72,36,736180,3
14796,False,71977638,535000.0,101,,3,2.5,2924,16,,2,0,6,186,736180,6
14799,False,71980157,965000.0,98,,6,3.0,3388,122,,2,0,26,269,736180,9
14802,False,71982906,2387500.0,68,,6,5.5,4455,106,,1,0,3,21,736180,6
14803,False,71982994,574500.0,123,,3,1.5,1863,40,,1,0,3,215,736180,3
14804,False,71983049,399000.0,76,,2,2.5,1981,2,,1,0,1,102,736180,3
14807,False,71986277,200000.0,116,,3,1.5,1469,53,,1,0,6,375,736180,7
14808,False,71986753,238000.0,26,,2,1.0,1784,118,,2,0,6,592,736180,2
14814,False,71991803,294900.0,52,,3,2.5,1724,53,,2,0,6,201,736180,3
14815,False,71992248,650000.0,20,,4,2.5,3200,2,,2,0,3,292,736180,4
14817,False,71993481,190000.0,68,,3,1.0,1188,68,,1,0,1,330,736180,4
14819,False,71994683,1150000.0,91,,3,2.5,2151,95,,0,0,3,58,736180,3
14820,False,71994976,766500.0,73,,4,1.5,2094,54,,2,0,3,88,736180,4
14821,False,71996430,382000.0,74,,4,3.5,2800,11,,2,0,3,300,736180,4
14827,False,72001954,274900.0,59,,3,1.0,1478,98,,2,0,6,353,736180,1
14828,False,72001955,404999.0,9,,3,2.0,1344,61,,0,0,6,87,736180,3
14830,False,72002473,410000.0,84,,3,2.5,1998,21,,2,0,3,545,736180,10
14832,False,72004012,340000.0,82,,4,2.5,1920,50,,2,0,3,321,736180,4
14833,False,72004146,242900.0,76,,3,2.0,1221,68,,0,0,1,321,736180,3
14834,False,72004311,429000.0,40,,4,2.5,2291,9,,2,0,3,349,736180,3
14837,False,72005276,540000.0,40,,4,2.0,2997,43,,2,0,1,290,736180,3
14838,False,72005576,675000.0,20,,3,2.0,1425,60,,2,0,6,79,736180,3
14840,False,72005879,410000.0,16,,3,3.0,1960,16,,2,0,6,545,736180,4
14841,False,72006125,199900.0,32,,3,2.5,2318,29,,1,0,1,380,736180,2
14842,False,72006521,225000.0,59,,3,1.0,1494,49,,1,0,7,531,736180,2
14845,False,72007282,275000.0,54,,3,1.0,1752,68,,1,0,1,357,736180,3
14846,False,72007490,479000.0,76,,3,2.5,2300,2,,2,0,3,203,736180,2
14847,False,72007542,295000.0,65,,3,2.0,2438,43,,2,0,12,379,736180,5
14848,False,72007706,665000.0,2,,4,2.0,2680,31,,2,0,3,214,736180,5
14849,False,72007820,292500.0,35,,3,2.0,1486,68,,1,0,1,212,736180,3
14850,False,72007826,315000.0,76,,3,1.0,1512,45,,0,0,6,275,736180,4
14852,False,72008427,525000.0,75,,3,1.5,2033,69,,1,0,3,243,736180,4
14853,False,72008479,546500.0,43,,4,2.5,2766,31,,2,0,3,42,736180,3
14854,False,72008674,250000.0,75,,3,1.0,1196,66,,1,0,6,357,736180,7
14855,False,72009322,374900.0,41,,3,2.0,1728,11,,0,0,3,270,736180,5
14856,False,72009336,370000.0,61,,3,2.0,1782,97,,2,0,3,312,736180,4
14857,False,72009619,220000.0,47,,2,1.0,1420,79,,0,0,2,31,736180,3
14859,False,72009762,246000.0,21,,3,2.5,2354,148,,0,0,3,496,736180,2
14860,False,72009837,481000.0,74,,3,1.5,1269,62,,2,0,6,280,736180,1
14861,False,72010843,275000.0,68,,3,1.5,2365,28,,2,0,26,368,736180,2
14863,False,72011750,609900.0,14,,4,2.5,2000,108,,1,0,3,84,736180,6
14864,False,72012317,565000.0,65,,4,2.5,2700,2,,2,0,3,319,736180,6
14869,False,72013050,437000.0,50,,3,1.5,1990,45,,1,0,0,230,736180,5
14872,False,72013830,822000.0,41,,4,2.5,3388,28,,3,0,33,87,736180,5
14873,False,72013918,190000.0,22,,2,1.0,828,70,,1,0,6,183,736180,1
14875,False,72014442,425001.0,23,,4,2.0,1600,155,,1,0,37,316,736180,3
14876,False,72014478,334000.0,62,,3,2.0,2428,42,,0,0,43,543,736180,4
14877,False,72014532,525000.0,48,,4,3.0,3586,14,,2,0,3,45,736180,5
14879,False,72015264,255000.0,26,,2,1.0,1202,68,,1,0,6,203,736180,3
14881,False,72015434,375000.0,28,,3,2.0,1547,26,,2,0,1,188,736180,10
14882,False,72015729,235000.0,31,,3,2.5,1872,15,,2,0,3,369,736180,1
14883,False,72015758,325000.0,5,,3,2.5,2079,86,,2,0,37,306,736180,3
14885,False,72016211,461500.0,55,,4,2.5,1731,98,,0,0,54,218,736180,6
14886,False,72016314,929250.0,47,,4,4.0,4473,39,,5,0,12,278,736180,4
14890,False,72017260,281000.0,40,,3,1.5,1192,66,,1,0,6,318,736180,3
14891,False,72018096,331000.0,31,,3,1.5,1870,39,,0,0,33,229,736180,3
14893,False,72018486,982000.0,30,,5,3.5,2877,157,,2,0,58,242,736180,8
14895,False,72018761,307000.0,48,,3,2.0,1800,55,,0,0,1,284,736180,2
14896,False,72019197,389000.0,29,,3,2.0,1638,31,,0,0,1,215,736180,5
14897,False,72019409,284500.0,47,,3,1.0,1282,143,,1,0,125,251,736180,3
14898,False,72019459,340000.0,7,,3,1.5,2164,14,,0,0,3,191,736180,4
14899,False,72019502,237500.0,44,,3,2.0,960,66,,1,0,6,321,736180,6
14900,False,72019528,410000.0,5,,3,2.5,2477,32,,2,0,3,45,736180,3
14901,False,72019598,529000.0,37,,3,1.0,1588,54,,0,0,6,65,736180,2
14902,False,72019754,977000.0,34,,3,1.5,1963,83,,0,0,3,55,736180,3
14903,False,72019943,284900.0,29,,2,2.0,990,68,,1,0,6,72,736180,2
14904,False,72020629,679500.0,28,,3,1.0,1200,118,,0,0,3,60,736180,3
14906,False,72021009,540000.0,27,,4,3.5,3060,81,,2,0,1,87,736180,4
14911,False,72021524,169000.0,33,,2,1.0,850,88,,0,0,29,146,736180,3
14917,False,72023315,610000.0,47,,3,2.5,2033,78,,0,0,3,240,736180,4
14921,False,72023662,517000.0,43,,4,2.0,2244,56,,1,0,43,250,736180,2
14922,False,72023941,455000.0,48,,4,2.0,1600,68,,0,0,1,87,736180,7
14925,False,72024377,125000.0,40,,3,1.0,1381,52,,0,0,0,336,736180,4
14927,False,72024696,697400.0,34,,4,2.5,2230,23,,2,0,3,85,736180,4
14931,False,72027716,420000.0,17,,3,1.0,1187,59,,2,0,6,250,736180,3
14932,False,72027780,495000.0,6,,3,1.5,1405,79,,1,0,3,243,736180,3
14934,False,72028298,141500.0,29,,3,1.5,1400,81,,1,0,3,305,736180,8
14936,False,71491833,262000.0,1122,,3,2.5,2576,13,,2,0,3,338,736181,2
14937,False,71643821,3770000.0,831,,5,5.0,7435,21,,2,0,79,129,736181,9
14938,False,71708818,800000.0,758,,10,2.0,3927,129,,1,0,0,175,736181,4
14941,False,71791212,375000.0,770,,3,2.0,1905,21,,4,0,101,326,736181,4
14942,False,71795408,242000.0,523,,3,2.5,2072,14,,0,0,22,333,736181,3
14944,False,71839241,210000.0,442,,3,1.0,1100,86,,0,0,31,336,736181,4
14950,False,71913422,240000.0,296,,3,2.0,1832,22,,0,0,7,333,736181,7
14955,False,71930977,836000.0,376,,5,3.5,4758,3,,2,0,3,69,736181,4
14958,False,71938516,1475000.0,210,,6,7.5,6942,25,,3,0,1,280,736181,6
14966,False,71951899,330000.0,132,,3,2.5,2307,25,,1,0,3,287,736181,7
14967,False,71952129,383000.0,149,,4,1.5,1696,55,,1,0,3,294,736181,3
14968,False,71953625,538196.0,25,,4,2.5,2387,2,,2,0,3,358,736181,4
14970,False,71954192,1000000.0,115,,6,3.5,3446,113,,2,0,3,35,736181,2
14971,False,71956173,423000.0,85,,5,3.0,3213,70,,2,0,1,69,736181,4
14972,False,71957576,315000.0,126,,3,1.5,1680,72,,1,0,1,204,736181,6
14973,False,71958172,830000.0,315,,4,3.5,3707,20,,2,0,1,84,736181,4
14974,False,71958572,365000.0,168,,4,2.5,2388,10,,2,0,3,311,736181,6
14976,False,71960415,281900.0,139,,3,1.5,1728,40,,1,0,42,351,736181,1
14978,False,71961329,437500.0,140,,3,2.0,1538,23,,1,0,6,118,736181,3
14980,False,71962715,195000.0,126,,3,1.0,748,68,,0,0,6,202,736181,2
14982,False,71963751,819900.0,224,,4,3.5,3365,2,,2,0,3,279,736181,5
14985,False,71967124,434900.0,51,,3,2.5,2560,2,,2,0,3,375,736181,6
14990,False,71969687,660000.0,82,,6,3.5,4464,168,,3,0,73,374,736181,6
14993,False,71971477,255000.0,58,,3,2.0,1492,98,,0,0,1,373,736181,6
14994,False,71971900,912500.0,132,,3,3.0,2276,11,,2,0,22,111,736181,3
14998,False,71973338,260000.0,57,,3,2.0,1858,46,,1,0,43,376,736181,5
15000,False,71973817,1150000.0,117,,5,4.0,4958,44,,2,0,3,77,736181,6
15001,False,71973903,336000.0,85,,3,1.5,1536,24,,0,0,3,236,736181,5
15003,False,71974422,650000.0,102,,3,1.5,2084,66,,0,0,3,9,736181,1
15005,False,71975239,1900000.0,69,,4,3.5,6156,20,,3,0,3,83,736181,3
15007,False,71975786,558000.0,114,,4,2.5,3167,10,,2,0,1,358,736181,5
15010,False,71976875,179000.0,53,,3,1.5,1258,56,,0,0,57,369,736181,3
15014,False,71979115,610000.0,112,,4,2.5,2800,2,,2,0,1,362,736181,3
15015,False,71979706,525000.0,66,,5,2.0,2637,63,,2,0,6,316,736181,7
15016,False,71979711,1525000.0,96,,6,4.0,5012,63,,2,0,27,55,736181,5
15020,False,71981792,272000.0,84,,2,1.0,1075,108,,0,0,5,246,736181,7
15022,False,71982724,290000.0,28,,3,2.5,1860,26,,2,0,1,345,736181,4
15024,False,71982968,950000.0,261,,4,3.5,6290,21,,3,0,3,34,736181,4
15025,False,71983448,480000.0,113,,3,3.0,2422,52,,0,0,6,253,736181,5
15026,False,71983645,292000.0,99,,3,2.5,1888,55,,2,0,6,307,736181,6
15027,False,71983961,356000.0,96,,4,2.0,1956,62,,3,0,6,116,736181,1
15028,False,71984258,392000.0,75,,3,1.5,1436,48,,1,0,6,294,736181,4
15029,False,71985131,570000.0,115,,4,2.5,3412,18,,2,0,3,206,736181,4
15030,False,71985255,225000.0,81,,3,1.0,1144,118,,0,0,14,372,736181,3
15031,False,71985494,299900.0,116,,3,2.0,1654,118,,2,0,3,274,736181,3
15032,False,71985724,560000.0,70,,3,2.5,2144,20,,2,0,3,118,736181,7
15035,False,71987002,368000.0,49,,3,2.5,2423,14,,0,0,1,522,736181,6
15039,False,71987635,690000.0,106,,6,3.0,3119,128,,2,0,15,254,736181,3
15041,False,71987970,635000.0,85,,4,3.0,3078,50,,2,0,86,293,736181,6
15044,False,71988621,525000.0,58,,3,2.5,2036,18,,2,0,3,291,736181,3
15046,False,71989392,208000.0,89,,2,1.0,816,51,,0,0,6,99,736181,4
15049,False,71990154,690000.0,81,,3,2.0,1376,63,,2,0,6,4,736181,6
15050,False,71990345,250000.0,100,,3,2.0,1044,48,,1,0,6,125,736181,3
15052,False,71991071,210000.0,119,,3,2.5,2083,34,,2,0,42,597,736181,1
15053,False,71991459,920000.0,104,,4,2.5,3786,12,,3,0,3,84,736181,6
15056,False,71992794,380000.0,58,,4,2.5,2304,17,,1,0,1,375,736181,3
15057,False,71993022,126500.0,190,,3,1.5,1418,100,,1,0,29,305,736181,6
15063,False,71994479,735000.0,87,,4,2.5,2400,24,,2,0,3,87,736181,3
15065,False,71995012,243000.0,97,,1,1.0,590,118,,0,0,29,105,736181,2
15066,False,71995462,390000.0,97,,4,2.0,1348,57,,1,0,1,294,736181,4
15067,False,71996297,765000.0,16,,4,2.5,3354,18,,2,0,3,72,736181,8
15072,False,71997554,485000.0,77,,4,2.5,2500,48,,2,0,3,200,736181,4
15078,False,71999132,645000.0,33,,4,2.5,3121,7,,2,0,3,238,736181,6
15082,False,72000225,265000.0,20,,3,1.5,1400,88,,2,0,3,284,736181,3
15083,False,72000369,375000.0,34,,4,2.5,2008,31,,0,0,12,172,736181,8
15084,False,72000603,1240000.0,85,,4,4.5,3795,16,,2,0,3,269,736181,3
15086,False,72001295,242500.0,24,,3,2.5,1888,13,,1,0,3,303,736181,2
15087,False,72001575,175875.0,85,,3,2.0,1976,42,,1,0,7,347,736181,3
15091,False,72002108,340000.0,60,,5,3.0,2016,58,,0,0,6,188,736181,3
15093,False,72002144,274000.0,79,,4,2.5,2108,28,,2,0,1,324,736181,5
15094,False,72002673,412000.0,49,,3,2.0,1430,43,,0,0,1,253,736181,2
15098,False,72003728,353000.0,6,,3,2.0,1494,113,,0,0,3,238,736181,3
15100,False,72004187,364900.0,68,,3,2.5,1980,23,,2,0,9,360,736181,4
15101,False,72004208,450000.0,82,,4,2.5,1997,19,,2,0,3,95,736181,6
15102,False,72004344,724000.0,34,,4,2.5,2636,32,,2,0,3,232,736181,3
15103,False,72004358,760000.0,67,,4,3.0,2600,91,,2,0,53,63,736181,4
15104,False,72004419,410000.0,71,,4,2.5,1560,59,,8,0,6,294,736181,2
15107,False,72004641,444000.0,47,,4,2.5,1961,71,,1,0,1,221,736181,3
15108,False,72004724,245000.0,28,,4,1.0,1032,61,,1,0,6,202,736181,4
15109,False,72004897,167000.0,30,,3,1.0,912,63,,0,0,6,380,736181,1
15110,False,72005203,270000.0,109,,3,1.5,1431,48,,0,0,3,254,736181,3
15113,False,72005953,377000.0,9,,4,2.5,1962,17,,2,0,3,196,736181,1
15116,False,72006496,266000.0,23,,3,1.0,1426,35,,0,0,7,95,736181,5
15117,False,72006634,390000.0,77,,5,2.5,2726,60,,0,0,3,209,736181,4
15120,False,72006890,215000.0,23,,4,2.0,1673,93,,1,0,2,169,736181,2
15121,False,72007087,290000.0,47,,5,2.5,2745,106,,2,0,3,306,736181,4
15122,False,72007615,578000.0,57,,3,2.5,2023,41,,1,0,12,41,736181,2
15123,False,72007913,419900.0,19,,3,1.5,1548,47,,1,0,43,292,736181,3
15124,False,72008447,900000.0,28,,5,2.5,3186,138,,2,0,3,64,736181,3
15125,False,72008767,549000.0,67,,4,2.5,2560,24,,2,0,3,47,736181,2
15126,False,72009036,575000.0,87,,4,2.5,2474,31,,2,0,3,279,736181,6
15127,False,72009114,820000.0,63,,6,4.5,4834,28,,3,0,3,279,736181,2
15129,False,72009186,313000.0,57,,3,1.5,1900,25,,0,0,3,285,736181,6
15131,False,72009264,355000.0,75,,4,2.5,2419,7,,2,0,3,330,736181,2
15132,False,72009479,420000.0,21,,3,1.5,1416,49,,2,0,7,225,736181,4
15134,False,72009580,192000.0,586,,2,1.0,588,81,,0,0,1,153,736181,1
15136,False,72009754,375000.0,59,,3,1.0,1176,64,,0,0,1,215,736181,9
15139,False,72010029,454000.0,47,,4,1.5,1700,47,,0,0,3,232,736181,1
15149,False,72011050,299000.0,22,,7,3.0,3175,118,,5,0,513,341,736181,9
15150,False,72011084,369900.0,68,,4,2.0,2068,33,,2,0,65,94,736181,6
15151,False,72011384,277000.0,9,,2,1.5,1100,53,,0,0,6,118,736181,3
15152,False,72011482,200000.0,24,,2,1.0,976,93,,2,0,62,202,736181,3
15153,False,72011602,675000.0,24,,4,2.5,2860,25,,2,0,3,36,736181,2
15154,False,72011612,470000.0,36,,3,2.5,2324,29,,2,0,3,285,736181,4
15155,False,72011766,205000.0,22,,3,2.0,1312,88,,1,0,1,637,736181,4
15156,False,72012189,168000.0,68,,3,1.0,1180,65,,0,0,1,302,736181,6
15159,False,72012766,295000.0,41,,3,2.0,1040,34,,0,0,6,128,736181,2
15162,False,72012957,310000.0,39,,3,2.0,1952,31,,1,0,43,302,736181,5
15165,False,72014026,255000.0,59,,3,1.0,1337,62,,0,0,6,208,736181,3
15167,False,72014193,439000.0,37,,4,1.5,1728,22,,0,0,3,237,736181,8
15170,False,72014654,900000.0,15,,4,1.5,2263,95,,1,0,3,64,736181,3
15171,False,72014737,314900.0,30,,3,2.0,1146,39,,1,0,7,364,736181,4
15172,False,72014818,299000.0,5,,4,1.0,1482,48,,0,0,7,287,736181,6
15173,False,72014921,220800.0,26,,3,1.5,1418,95,,1,0,3,170,736181,2
15178,False,72015296,445000.0,27,,4,2.0,1992,54,,0,0,3,292,736181,6
15181,False,72015523,152000.0,33,,3,2.0,1477,116,,0,0,1,369,736181,4
15182,False,72015566,295000.0,40,,3,2.0,1267,33,,0,0,1,102,736181,3
15184,False,72015631,418000.0,56,,4,2.0,1376,118,,1,0,1,41,736181,4
15185,False,72015792,480000.0,114,,2,2.5,1600,51,,0,0,3,80,736181,4
15186,False,72015824,422000.0,26,,3,1.5,1352,43,,2,0,52,71,736181,3
15187,False,72015919,405000.0,271,,4,2.5,2832,13,,2,0,3,348,736181,1
15188,False,72015951,180000.0,61,,3,1.5,1117,96,,0,0,3,364,736181,1
15189,False,72016205,418000.0,34,,4,2.5,2052,48,,2,0,3,250,736181,7
15191,False,72016458,658000.0,8,,4,2.5,2564,31,,2,0,3,84,736181,3
15192,False,72016512,350000.0,61,,3,1.5,1405,53,,2,0,10,357,736181,3
15193,False,72016526,505000.0,42,,3,1.5,1766,48,,1,0,43,87,736181,3
15194,False,72016658,259900.0,24,,3,2.0,1792,14,,2,0,6,195,736181,3
15195,False,72016787,542000.0,4,,4,2.5,2277,44,,2,0,43,280,736181,3
15197,False,72016922,300000.0,24,,3,1.0,1226,90,,1,0,3,245,736181,5
15199,False,72017159,190000.0,26,,3,1.5,1333,138,,1,0,3,352,736181,3
15200,False,72017281,300000.0,36,,4,2.0,1602,188,,2,0,37,198,736181,2
15201,False,72017456,386000.0,20,,3,1.5,1128,72,,1,0,6,245,736181,4
15204,False,72017871,634000.0,31,,4,2.5,2467,14,,2,0,3,244,736181,3
15205,False,72018245,214000.0,57,,3,1.0,1008,41,,0,0,6,341,736181,5
15206,False,72018374,550000.0,3,,6,2.5,2941,103,,2,0,3,42,736181,7
15209,False,72018737,334900.0,55,,3,1.5,1652,42,,2,0,10,236,736181,1
15210,False,72018886,630000.0,17,,5,2.5,3480,12,,3,0,3,291,736181,3
15214,False,72019149,322500.0,23,,3,1.0,1194,95,,0,0,2,212,736181,3
15215,False,72019168,469900.0,35,,4,2.0,1676,61,,0,0,6,38,736181,7
15218,False,72019743,167500.0,22,,3,1.5,1305,88,,1,0,1,386,736181,9
15223,False,72020242,339900.0,15,,3,2.0,1422,106,,0,0,3,69,736181,1
15224,False,72020280,460000.0,3,,5,3.0,2127,50,,2,0,3,279,736181,3
15226,False,72020299,374900.0,29,,2,1.0,1716,67,,1,0,6,255,736181,3
15227,False,72020615,520000.0,17,,3,3.0,1972,61,,2,0,1,239,736181,7
15228,False,72020733,383000.0,28,,2,1.0,1030,62,,1,0,2,9,736181,1
15229,False,72020861,270000.0,29,,4,2.0,1824,128,,2,0,3,190,736181,7
15230,False,72021005,560000.0,19,,4,2.5,2220,46,,2,0,3,280,736181,2
15231,False,72021203,300000.0,47,,3,2.5,2052,34,,2,0,3,373,736181,3
15235,False,72021577,150000.0,52,,4,1.5,2794,117,,2,0,3,284,736181,2
15237,False,72021923,512500.0,38,,4,2.5,2686,10,,2,0,3,187,736181,4
15238,False,72021927,265000.0,2,,2,2.0,1663,50,,0,0,1,190,736181,3
15241,False,72022193,178500.0,10,,3,1.5,1670,93,,1,0,29,180,736181,4
15242,False,72022365,256500.0,50,,3,2.0,1540,120,,0,0,3,303,736181,3
15243,False,72022409,363000.0,25,,3,2.0,1374,64,,1,0,6,230,736181,5
15244,False,72022825,1690000.0,53,,5,2.5,1724,104,,2,0,0,145,736181,3
15245,False,72022900,490000.0,21,,5,2.5,2450,46,,2,0,10,313,736181,6
15246,False,72023030,348000.0,19,,3,1.0,1756,62,,0,0,6,252,736181,6
15250,False,72023652,730000.0,15,,3,2.0,1816,66,,1,0,6,81,736181,9
15255,False,72024042,307000.0,16,,3,1.5,1919,37,,2,0,1,321,736181,2
15256,False,72024135,360000.0,22,,4,2.5,1555,98,,0,0,2,294,736181,5
15258,False,72024266,455000.0,45,,4,2.5,2742,14,,2,0,22,363,736181,4
15260,False,72024522,343110.0,38,,4,2.0,1644,61,,1,0,6,283,736181,6
15264,False,72024760,320000.0,12,,4,3.5,2156,81,,2,0,3,307,736181,3
15265,False,72024993,275750.0,24,,2,1.0,720,63,,1,0,32,230,736181,3
15266,False,72025366,372000.0,45,,4,2.5,2274,50,,2,0,3,318,736181,4
15268,False,72025558,415000.0,13,,4,3.0,2939,34,,3,0,1,195,736181,3
15269,False,72025566,374900.0,16,,3,2.5,1670,13,,1,0,3,297,736181,3
15270,False,72026086,337000.0,25,,2,2.5,1200,88,,1,0,125,261,736181,6
15276,False,72027185,2830726.86,10,,3,3.0,2348,23,,2,0,21,232,736181,2
15277,False,72027216,735000.0,7,,3,2.5,2872,14,,2,0,3,241,736181,3
